| table_name                 | column_name                  | ordinal_position | data_type                | full_data_type           | is_nullable | column_default                                                                                                                                              |
| standard_service_templates | standard_service_templates_delete_policy             | DELETE  | {authenticated} | PERMISSIVE    |
| standard_service_templates | standard_service_templates_insert_policy             | INSERT  | {authenticated} | PERMISSIVE    |
| standard_service_templates | standard_service_templates_select_policy             | SELECT  | {authenticated} | PERMISSIVE    |
| standard_service_templates | standard_service_templates_update_policy             | UPDATE  | {authenticated} | PERMISSIVE    |
| subscription_history       | Users can view their own subscription history        | SELECT  | {public}        | PERMISSIVE    |
| subscriptions              | Users can insert their own subscription              | INSERT  | {public}        | PERMISSIVE    |
| subscriptions              | Users can update their own subscription              | UPDATE  | {public}        | PERMISSIVE    |
| subscriptions              | Users can view their own subscription                | SELECT  | {public}        | PERMISSIVE    |
| team_members               | Organization owners can delete team members          | DELETE  | {public}        | PERMISSIVE    |
| team_members               | Organization owners can insert team members          | INSERT  | {public}        | PERMISSIVE    |
| team_members               | Organization owners can update team members          | UPDATE  | {public}        | PERMISSIVE    |
| team_members               | Users can view team members in their organization    | SELECT  | {public}        | PERMISSIVE    |
| time_entries               | time_entries_delete_policy                           | DELETE  | {public}        | PERMISSIVE    |
| time_entries               | time_entries_insert_policy                           | INSERT  | {public}        | PERMISSIVE    |
| time_entries               | time_entries_select_policy                           | SELECT  | {public}        | PERMISSIVE    |
| time_entries               | time_entries_update_policy                           | UPDATE  | {public}        | PERMISSIVE    |
| trust_transactions         | Advocates can create trust transactions              | INSERT  | {public}        | PERMISSIVE    |
| trust_transactions         | Advocates can view their own trust transactions      | SELECT  | {public}        | PERMISSIVE    |
| user_preferences           | user_preferences_insert_policy                       | INSERT  | {public}        | PERMISSIVE    |
| user_preferences           | user_preferences_select_policy                       | SELECT  | {public}        | PERMISSIVE    |
| user_preferences           | user_preferences_update_policy                       | UPDATE  | {public}        | PERMISSIVE    |
| user_profiles              | Team members can view organization profiles          | SELECT  | {public}        | PERMISSIVE    |
| user_profiles              | Users can insert their own profile                   | INSERT  | {public}        | PERMISSIVE    |
| user_profiles              | Users can update their own profile                   | UPDATE  | {public}        | PERMISSIVE    |
| user_profiles              | Users can view their own profile                     | SELECT  | {public}        | PERMISSIVE    | | table_name                 | trigger_name                                 | function_name                               | timing | event    |
| -------------------------- | -------------------------------------------- | ------------------------------------------- | ------ | -------- |
| cloud_storage_connections  | ensure_single_primary_provider               | ensure_single_primary_provider              | BEFORE | MULTIPLE |
| cloud_storage_connections  | update_cloud_storage_connections_updated_at  | update_cloud_storage_connections_updated_at | BEFORE | UPDATE   |
| document_cloud_storage     | update_document_cloud_storage_updated_at     | update_document_cloud_storage_updated_at    | BEFORE | UPDATE   |
| document_extracted_data    | update_document_extracted_data_updated_at    | update_document_extracted_data_updated_at   | BEFORE | UPDATE   |
| document_uploads           | update_document_uploads_updated_at           | update_document_uploads_updated_at          | BEFORE | UPDATE   |
| expenses                   | update_expenses_updated_at                   | update_updated_at_column                    | BEFORE | UPDATE   |
| expenses                   | update_matter_wip_on_expense                 | update_matter_wip                           | AFTER  | MULTIPLE |
| invoices                   | set_invoice_number                           | set_invoice_number_trigger                  | BEFORE | INSERT   |
| invoices                   | update_invoices_updated_at                   | update_updated_at_column                    | BEFORE | UPDATE   |
| matters                    | link_converted_matter                        | link_converted_matter_trigger               | AFTER  | INSERT   |
| matters                    | set_matter_reference                         | set_matter_reference_trigger                | BEFORE | INSERT   |
| matters                    | sync_matters_user_id_trigger                 | sync_matters_user_id                        | BEFORE | MULTIPLE |
| matters                    | update_matters_updated_at                    | update_updated_at_column                    | BEFORE | UPDATE   |
| partner_approvals          | update_matter_billing_status_on_approval     | update_matter_billing_status                | AFTER  | MULTIPLE |
| payment_transactions       | update_payment_transactions_updated_at       | update_updated_at_column                    | BEFORE | UPDATE   |
| pdf_templates              | update_pdf_templates_updated_at              | update_pdf_templates_updated_at             | BEFORE | UPDATE   |
| proforma_requests          | set_proforma_quote_number                    | set_quote_number_trigger                    | BEFORE | INSERT   |
| proforma_requests          | update_proforma_requests_updated_at          | update_updated_at_column                    | BEFORE | UPDATE   |
| rate_cards                 | update_rate_cards_updated_at                 | update_rate_card_timestamp                  | BEFORE | UPDATE   |
| standard_service_templates | update_standard_service_templates_updated_at | update_rate_card_timestamp                  | BEFORE | UPDATE   |
| subscriptions              | log_subscription_changes                     | log_subscription_change                     | AFTER  | UPDATE   |
| subscriptions              | update_subscriptions_updated_at              | update_updated_at_column                    | BEFORE | UPDATE   |
| team_members               | enforce_team_member_limit                    | check_team_member_limit                     | BEFORE | INSERT   |
| team_members               | update_team_members_updated_at               | update_updated_at_column                    | BEFORE | UPDATE   |
| time_entries               | update_matter_wip_on_time_entry              | update_matter_wip                           | AFTER  | MULTIPLE |
| time_entries               | update_time_entries_updated_at               | update_updated_at_column                    | BEFORE | UPDATE   |
| user_profiles              | update_user_profiles_updated_at              | update_updated_at_column                    | BEFORE | UPDATE   || function_name                               | function_type | security         |
| ------------------------------------------- | ------------- | ---------------- |
| check_subscription_limits                   | FUNCTION      | SECURITY INVOKER |
| check_team_member_limit                     | FUNCTION      | SECURITY INVOKER |
| ensure_single_primary_provider              | FUNCTION      | SECURITY INVOKER |
| generate_invoice_number                     | FUNCTION      | SECURITY INVOKER |
| generate_matter_reference                   | FUNCTION      | SECURITY INVOKER |
| generate_quote_number                       | FUNCTION      | SECURITY INVOKER |
| handle_new_user                             | FUNCTION      | SECURITY DEFINER |
| link_converted_matter_trigger               | FUNCTION      | SECURITY INVOKER |
| log_subscription_change                     | FUNCTION      | SECURITY INVOKER |
| regenerate_public_token                     | FUNCTION      | SECURITY DEFINER |
| set_invoice_number_trigger                  | FUNCTION      | SECURITY INVOKER |
| set_matter_reference_trigger                | FUNCTION      | SECURITY INVOKER |
| set_quote_number_trigger                    | FUNCTION      | SECURITY INVOKER |
| sync_matters_user_id                        | FUNCTION      | SECURITY INVOKER |
| update_cloud_storage_connections_updated_at | FUNCTION      | SECURITY INVOKER |
| update_document_cloud_storage_updated_at    | FUNCTION      | SECURITY INVOKER |
| update_document_extracted_data_updated_at   | FUNCTION      | SECURITY INVOKER |
| update_document_uploads_updated_at          | FUNCTION      | SECURITY INVOKER |
| update_matter_billing_status                | FUNCTION      | SECURITY DEFINER |
| update_matter_wip                           | FUNCTION      | SECURITY INVOKER |
| update_pdf_templates_updated_at             | FUNCTION      | SECURITY INVOKER |
| update_rate_card_timestamp                  | FUNCTION      | SECURITY INVOKER |
| update_updated_at                           | FUNCTION      | SECURITY INVOKER |
| update_updated_at_column                    | FUNCTION      | SECURITY INVOKER | | enum_name               | values                                                                                                                  |
| ----------------------- | ----------------------------------------------------------------------------------------------------------------------- |
| bar_association         | johannesburg, cape_town                                                                                                 |
| client_type             | individual, corporate, government, ngo                                                                                  |
| fee_type                | hourly, fixed, contingency, hybrid                                                                                      |
| invoice_status          | draft, sent, paid, overdue, cancelled                                                                                   |
| matter_status           | active, inactive, closed, on_hold                                                                                       |
| payment_gateway         | paystack, payfast                                                                                                       |
| payment_status          | pending, completed, failed, refunded                                                                                    |
| pricing_type            | hourly, fixed, per_item, percentage                                                                                     |
| proforma_request_status | draft, sent, accepted, declined, expired, converted                                                                     |
| rate_card_category      | consultation, research, drafting, court_appearance, negotiation, document_review, correspondence, filing, travel, other |
| risk_level              | low, medium, high                                                                                                       |
| service_category        | consultation, research, drafting, court_appearance, negotiation, document_review, correspondence, filing, travel, other |
| subscription_status     | active, cancelled, past_due, trialing, expired                                                                          |
| subscription_tier       | admission, advocate, senior_counsel                                                                                     |
| team_member_role        | admin, advocate, secretary                                                                                              |
| team_member_status      | active, pending, inactive                                                                                               |
| user_role               | junior_advocate, senior_advocate, chambers_admin                                                                        | | table_name                 | index_name                                                  | definition                                                                                                                                                       |
| -------------------------- | ----------------------------------------------------------- | ---------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| advocates                  | advocates_email_key                                         | CREATE UNIQUE INDEX advocates_email_key ON public.advocates USING btree (email)                                                                                  |
| advocates                  | advocates_pkey                                              | CREATE UNIQUE INDEX advocates_pkey ON public.advocates USING btree (id)                                                                                          |
| advocates                  | advocates_practice_number_key                               | CREATE UNIQUE INDEX advocates_practice_number_key ON public.advocates USING btree (practice_number)                                                              |
| attorney_matter_access     | attorney_matter_access_attorney_user_id_matter_id_key       | CREATE UNIQUE INDEX attorney_matter_access_attorney_user_id_matter_id_key ON public.attorney_matter_access USING btree (attorney_user_id, matter_id)             |
| attorney_matter_access     | attorney_matter_access_pkey                                 | CREATE UNIQUE INDEX attorney_matter_access_pkey ON public.attorney_matter_access USING btree (id)                                                                |
| attorney_matter_access     | idx_attorney_matter_access_attorney                         | CREATE INDEX idx_attorney_matter_access_attorney ON public.attorney_matter_access USING btree (attorney_user_id) WHERE (revoked_at IS NULL)                      |
| attorney_matter_access     | idx_attorney_matter_access_level                            | CREATE INDEX idx_attorney_matter_access_level ON public.attorney_matter_access USING btree (access_level) WHERE (revoked_at IS NULL)                             |
| attorney_matter_access     | idx_attorney_matter_access_matter                           | CREATE INDEX idx_attorney_matter_access_matter ON public.attorney_matter_access USING btree (matter_id) WHERE (revoked_at IS NULL)                               |
| attorney_users             | attorney_users_email_key                                    | CREATE UNIQUE INDEX attorney_users_email_key ON public.attorney_users USING btree (email)                                                                        |
| attorney_users             | attorney_users_pkey                                         | CREATE UNIQUE INDEX attorney_users_pkey ON public.attorney_users USING btree (id)                                                                                |
| attorney_users             | idx_attorney_users_email                                    | CREATE INDEX idx_attorney_users_email ON public.attorney_users USING btree (email) WHERE (deleted_at IS NULL)                                                    |
| attorney_users             | idx_attorney_users_status                                   | CREATE INDEX idx_attorney_users_status ON public.attorney_users USING btree (status) WHERE (deleted_at IS NULL)                                                  |
| audit_log                  | audit_log_pkey                                              | CREATE UNIQUE INDEX audit_log_pkey ON public.audit_log USING btree (id)                                                                                          |
| audit_log                  | idx_audit_log_action                                        | CREATE INDEX idx_audit_log_action ON public.audit_log USING btree (action)                                                                                       |
| audit_log                  | idx_audit_log_created                                       | CREATE INDEX idx_audit_log_created ON public.audit_log USING btree (created_at DESC)                                                                             |
| audit_log                  | idx_audit_log_entity                                        | CREATE INDEX idx_audit_log_entity ON public.audit_log USING btree (entity_type, entity_id)                                                                       |
| audit_log                  | idx_audit_log_user                                          | CREATE INDEX idx_audit_log_user ON public.audit_log USING btree (user_type, user_id)                                                                             |
| cloud_storage_connections  | cloud_storage_connections_pkey                              | CREATE UNIQUE INDEX cloud_storage_connections_pkey ON public.cloud_storage_connections USING btree (id)                                                          |
| cloud_storage_connections  | idx_cloud_storage_connections_advocate_id                   | CREATE INDEX idx_cloud_storage_connections_advocate_id ON public.cloud_storage_connections USING btree (advocate_id)                                             |
| cloud_storage_connections  | idx_cloud_storage_connections_is_active                     | CREATE INDEX idx_cloud_storage_connections_is_active ON public.cloud_storage_connections USING btree (is_active)                                                 |
| cloud_storage_connections  | idx_cloud_storage_connections_provider                      | CREATE INDEX idx_cloud_storage_connections_provider ON public.cloud_storage_connections USING btree (provider)                                                   |
| cloud_storage_connections  | idx_cloud_storage_connections_unique_primary                | CREATE UNIQUE INDEX idx_cloud_storage_connections_unique_primary ON public.cloud_storage_connections USING btree (advocate_id) WHERE (is_primary = true)         |
| cloud_storage_sync_log     | cloud_storage_sync_log_pkey                                 | CREATE UNIQUE INDEX cloud_storage_sync_log_pkey ON public.cloud_storage_sync_log USING btree (id)                                                                |
| cloud_storage_sync_log     | idx_cloud_storage_sync_log_connection_id                    | CREATE INDEX idx_cloud_storage_sync_log_connection_id ON public.cloud_storage_sync_log USING btree (connection_id)                                               |
| cloud_storage_sync_log     | idx_cloud_storage_sync_log_started_at                       | CREATE INDEX idx_cloud_storage_sync_log_started_at ON public.cloud_storage_sync_log USING btree (started_at)                                                     |
| cloud_storage_sync_log     | idx_cloud_storage_sync_log_status                           | CREATE INDEX idx_cloud_storage_sync_log_status ON public.cloud_storage_sync_log USING btree (status)                                                             |
| credit_notes               | credit_notes_credit_note_number_key                         | CREATE UNIQUE INDEX credit_notes_credit_note_number_key ON public.credit_notes USING btree (credit_note_number)                                                  |
| credit_notes               | credit_notes_pkey                                           | CREATE UNIQUE INDEX credit_notes_pkey ON public.credit_notes USING btree (id)                                                                                    |
| credit_notes               | idx_credit_notes_advocate                                   | CREATE INDEX idx_credit_notes_advocate ON public.credit_notes USING btree (advocate_id) WHERE (deleted_at IS NULL)                                               |
| credit_notes               | idx_credit_notes_invoice                                    | CREATE INDEX idx_credit_notes_invoice ON public.credit_notes USING btree (invoice_id) WHERE (deleted_at IS NULL)                                                 |
| credit_notes               | idx_credit_notes_status                                     | CREATE INDEX idx_credit_notes_status ON public.credit_notes USING btree (status) WHERE (deleted_at IS NULL)                                                      |
| document_cloud_storage     | document_cloud_storage_document_upload_id_connection_id_key | CREATE UNIQUE INDEX document_cloud_storage_document_upload_id_connection_id_key ON public.document_cloud_storage USING btree (document_upload_id, connection_id) |
| document_cloud_storage     | document_cloud_storage_pkey                                 | CREATE UNIQUE INDEX document_cloud_storage_pkey ON public.document_cloud_storage USING btree (id)                                                                |
| document_cloud_storage     | idx_document_cloud_storage_connection_id                    | CREATE INDEX idx_document_cloud_storage_connection_id ON public.document_cloud_storage USING btree (connection_id)                                               |
| document_cloud_storage     | idx_document_cloud_storage_document_id                      | CREATE INDEX idx_document_cloud_storage_document_id ON public.document_cloud_storage USING btree (document_upload_id)                                            |
| document_cloud_storage     | idx_document_cloud_storage_provider_file_id                 | CREATE INDEX idx_document_cloud_storage_provider_file_id ON public.document_cloud_storage USING btree (provider_file_id)                                         |
| document_extracted_data    | document_extracted_data_pkey                                | CREATE UNIQUE INDEX document_extracted_data_pkey ON public.document_extracted_data USING btree (id)                                                              |
| document_extracted_data    | idx_document_extracted_data_case_number                     | CREATE INDEX idx_document_extracted_data_case_number ON public.document_extracted_data USING btree (case_number)                                                 |
| document_extracted_data    | idx_document_extracted_data_client_email                    | CREATE INDEX idx_document_extracted_data_client_email ON public.document_extracted_data USING btree (client_email)                                               |
| document_extracted_data    | idx_document_extracted_data_document_upload_id              | CREATE INDEX idx_document_extracted_data_document_upload_id ON public.document_extracted_data USING btree (document_upload_id)                                   |
| document_uploads           | document_uploads_pkey                                       | CREATE UNIQUE INDEX document_uploads_pkey ON public.document_uploads USING btree (id)                                                                            |
| document_uploads           | idx_document_uploads_created_at                             | CREATE INDEX idx_document_uploads_created_at ON public.document_uploads USING btree (created_at)                                                                 |
| document_uploads           | idx_document_uploads_matter_id                              | CREATE INDEX idx_document_uploads_matter_id ON public.document_uploads USING btree (matter_id)                                                                   |
| document_uploads           | idx_document_uploads_processing_status                      | CREATE INDEX idx_document_uploads_processing_status ON public.document_uploads USING btree (processing_status)                                                   |
| document_uploads           | idx_document_uploads_proforma_request_id                    | CREATE INDEX idx_document_uploads_proforma_request_id ON public.document_uploads USING btree (proforma_request_id)                                               |
| document_uploads           | idx_document_uploads_uploaded_by                            | CREATE INDEX idx_document_uploads_uploaded_by ON public.document_uploads USING btree (uploaded_by)                                                               |
| engagement_agreements      | engagement_agreements_pkey                                  | CREATE UNIQUE INDEX engagement_agreements_pkey ON public.engagement_agreements USING btree (id)                                                                  |
| engagement_agreements      | engagement_agreements_public_token_key                      | CREATE UNIQUE INDEX engagement_agreements_public_token_key ON public.engagement_agreements USING btree (public_token)                                            |
| engagement_agreements      | idx_engagement_agreements_advocate                          | CREATE INDEX idx_engagement_agreements_advocate ON public.engagement_agreements USING btree (advocate_id) WHERE (deleted_at IS NULL)                             |
| engagement_agreements      | idx_engagement_agreements_matter                            | CREATE INDEX idx_engagement_agreements_matter ON public.engagement_agreements USING btree (matter_id) WHERE (deleted_at IS NULL)                                 |
| engagement_agreements      | idx_engagement_agreements_proforma                          | CREATE INDEX idx_engagement_agreements_proforma ON public.engagement_agreements USING btree (proforma_request_id) WHERE (deleted_at IS NULL)                     |
| engagement_agreements      | idx_engagement_agreements_status                            | CREATE INDEX idx_engagement_agreements_status ON public.engagement_agreements USING btree (status) WHERE (deleted_at IS NULL)                                    |
| engagement_agreements      | idx_engagement_public_token                                 | CREATE INDEX idx_engagement_public_token ON public.engagement_agreements USING btree (public_token)                                                              |
| expenses                   | expenses_pkey                                               | CREATE UNIQUE INDEX expenses_pkey ON public.expenses USING btree (id)                                                                                            |
| expenses                   | idx_expenses_advocate                                       | CREATE INDEX idx_expenses_advocate ON public.expenses USING btree (advocate_id)                                                                                  |
| expenses                   | idx_expenses_billed                                         | CREATE INDEX idx_expenses_billed ON public.expenses USING btree (is_billed)                                                                                      |
| expenses                   | idx_expenses_date                                           | CREATE INDEX idx_expenses_date ON public.expenses USING btree (expense_date DESC)                                                                                |
| expenses                   | idx_expenses_invoice                                        | CREATE INDEX idx_expenses_invoice ON public.expenses USING btree (invoice_id)                                                                                    |
| expenses                   | idx_expenses_matter                                         | CREATE INDEX idx_expenses_matter ON public.expenses USING btree (matter_id)                                                                                      |
| invoices                   | idx_invoices_advocate                                       | CREATE INDEX idx_invoices_advocate ON public.invoices USING btree (advocate_id)                                                                                  |
| invoices                   | idx_invoices_bar                                            | CREATE INDEX idx_invoices_bar ON public.invoices USING btree (bar)                                                                                               |
| invoices                   | idx_invoices_date                                           | CREATE INDEX idx_invoices_date ON public.invoices USING btree (invoice_date DESC)                                                                                |
| invoices                   | idx_invoices_due_date                                       | CREATE INDEX idx_invoices_due_date ON public.invoices USING btree (due_date)                                                                                     |
| invoices                   | idx_invoices_matter                                         | CREATE INDEX idx_invoices_matter ON public.invoices USING btree (matter_id)                                                                                      |
| invoices                   | idx_invoices_number                                         | CREATE INDEX idx_invoices_number ON public.invoices USING btree (invoice_number)                                                                                 |
| invoices                   | idx_invoices_payment_status                                 | CREATE INDEX idx_invoices_payment_status ON public.invoices USING btree (payment_status) WHERE (deleted_at IS NULL)                                              |
| invoices                   | idx_invoices_sequence                                       | CREATE INDEX idx_invoices_sequence ON public.invoices USING btree (matter_id, invoice_sequence) WHERE (deleted_at IS NULL)                                       |
| invoices                   | idx_invoices_source_proforma                                | CREATE INDEX idx_invoices_source_proforma ON public.invoices USING btree (source_proforma_id)                                                                    |
| invoices                   | idx_invoices_status                                         | CREATE INDEX idx_invoices_status ON public.invoices USING btree (status)                                                                                         |
| invoices                   | idx_invoices_type                                           | CREATE INDEX idx_invoices_type ON public.invoices USING btree (invoice_type) WHERE (deleted_at IS NULL)                                                          |
| invoices                   | invoices_invoice_number_key                                 | CREATE UNIQUE INDEX invoices_invoice_number_key ON public.invoices USING btree (invoice_number)                                                                  |
| invoices                   | invoices_pkey                                               | CREATE UNIQUE INDEX invoices_pkey ON public.invoices USING btree (id)                                                                                            |
| matter_services            | idx_matter_services_matter                                  | CREATE INDEX idx_matter_services_matter ON public.matter_services USING btree (matter_id)                                                                        |
| matter_services            | idx_matter_services_service                                 | CREATE INDEX idx_matter_services_service ON public.matter_services USING btree (service_id)                                                                      |
| matter_services            | matter_services_pkey                                        | CREATE UNIQUE INDEX matter_services_pkey ON public.matter_services USING btree (matter_id, service_id)                                                           |
| matters                    | idx_matters_advocate                                        | CREATE INDEX idx_matters_advocate ON public.matters USING btree (advocate_id)                                                                                    |
| matters                    | idx_matters_attorney_user                                   | CREATE INDEX idx_matters_attorney_user ON public.matters USING btree (instructing_attorney_user_id) WHERE (deleted_at IS NULL)                                   |
| matters                    | idx_matters_billing_status                                  | CREATE INDEX idx_matters_billing_status ON public.matters USING btree (billing_status)                                                                           |
| matters                    | idx_matters_client_name                                     | CREATE INDEX idx_matters_client_name ON public.matters USING btree (client_name)                                                                                 |
| matters                    | idx_matters_completion_status                               | CREATE INDEX idx_matters_completion_status ON public.matters USING btree (completion_status) WHERE (deleted_at IS NULL)                                          |
| matters                    | idx_matters_created_at                                      | CREATE INDEX idx_matters_created_at ON public.matters USING btree (created_at DESC)                                                                              |
| matters                    | idx_matters_date_instructed                                 | CREATE INDEX idx_matters_date_instructed ON public.matters USING btree (date_instructed)                                                                         |
| matters                    | idx_matters_engagement                                      | CREATE INDEX idx_matters_engagement ON public.matters USING btree (engagement_agreement_id) WHERE (deleted_at IS NULL)                                           |
| matters                    | idx_matters_reference                                       | CREATE INDEX idx_matters_reference ON public.matters USING btree (reference_number)                                                                              |
| matters                    | idx_matters_source_proforma                                 | CREATE INDEX idx_matters_source_proforma ON public.matters USING btree (source_proforma_id)                                                                      |
| matters                    | idx_matters_state                                           | CREATE INDEX idx_matters_state ON public.matters USING btree (state) WHERE (deleted_at IS NULL)                                                                  |
| matters                    | idx_matters_status                                          | CREATE INDEX idx_matters_status ON public.matters USING btree (status)                                                                                           |
| matters                    | idx_matters_user_id                                         | CREATE INDEX idx_matters_user_id ON public.matters USING btree (user_id)                                                                                         |
| matters                    | matters_pkey                                                | CREATE UNIQUE INDEX matters_pkey ON public.matters USING btree (id)                                                                                              |
| matters                    | matters_reference_number_key                                | CREATE UNIQUE INDEX matters_reference_number_key ON public.matters USING btree (reference_number)                                                                |
| notifications              | idx_notifications_created                                   | CREATE INDEX idx_notifications_created ON public.notifications USING btree (created_at DESC)                                                                     |
| notifications              | idx_notifications_recipient                                 | CREATE INDEX idx_notifications_recipient ON public.notifications USING btree (recipient_type, recipient_id)                                                      |
| notifications              | idx_notifications_type                                      | CREATE INDEX idx_notifications_type ON public.notifications USING btree (notification_type)                                                                      |
| notifications              | idx_notifications_unread                                    | CREATE INDEX idx_notifications_unread ON public.notifications USING btree (recipient_id) WHERE (read_at IS NULL)                                                 |
| notifications              | notifications_pkey                                          | CREATE UNIQUE INDEX notifications_pkey ON public.notifications USING btree (id)                                                                                  |
| partner_approvals          | idx_partner_approvals_matter_id                             | CREATE INDEX idx_partner_approvals_matter_id ON public.partner_approvals USING btree (matter_id)                                                                 |
| partner_approvals          | idx_partner_approvals_partner_id                            | CREATE INDEX idx_partner_approvals_partner_id ON public.partner_approvals USING btree (partner_id)                                                               |
| partner_approvals          | idx_partner_approvals_status                                | CREATE INDEX idx_partner_approvals_status ON public.partner_approvals USING btree (status)                                                                       |
| partner_approvals          | partner_approvals_pkey                                      | CREATE UNIQUE INDEX partner_approvals_pkey ON public.partner_approvals USING btree (id)                                                                          |
| payment_disputes           | idx_payment_disputes_advocate                               | CREATE INDEX idx_payment_disputes_advocate ON public.payment_disputes USING btree (advocate_id) WHERE (deleted_at IS NULL)                                       |
| payment_disputes           | idx_payment_disputes_invoice                                | CREATE INDEX idx_payment_disputes_invoice ON public.payment_disputes USING btree (invoice_id) WHERE (deleted_at IS NULL)                                         |
| payment_disputes           | idx_payment_disputes_status                                 | CREATE INDEX idx_payment_disputes_status ON public.payment_disputes USING btree (status) WHERE (deleted_at IS NULL)                                              |
| payment_disputes           | payment_disputes_pkey                                       | CREATE UNIQUE INDEX payment_disputes_pkey ON public.payment_disputes USING btree (id)                                                                            |
| payment_transactions       | idx_payment_transactions_gateway_reference                  | CREATE INDEX idx_payment_transactions_gateway_reference ON public.payment_transactions USING btree (gateway_reference)                                           |
| payment_transactions       | idx_payment_transactions_status                             | CREATE INDEX idx_payment_transactions_status ON public.payment_transactions USING btree (status)                                                                 |
| payment_transactions       | idx_payment_transactions_subscription_id                    | CREATE INDEX idx_payment_transactions_subscription_id ON public.payment_transactions USING btree (subscription_id)                                               |
| payment_transactions       | payment_transactions_gateway_reference_key                  | CREATE UNIQUE INDEX payment_transactions_gateway_reference_key ON public.payment_transactions USING btree (gateway_reference)                                    |
| payment_transactions       | payment_transactions_pkey                                   | CREATE UNIQUE INDEX payment_transactions_pkey ON public.payment_transactions USING btree (id)                                                                    |
| payments                   | idx_payments_date                                           | CREATE INDEX idx_payments_date ON public.payments USING btree (payment_date DESC)                                                                                |
| payments                   | idx_payments_invoice                                        | CREATE INDEX idx_payments_invoice ON public.payments USING btree (invoice_id)                                                                                    |
| payments                   | payments_pkey                                               | CREATE UNIQUE INDEX payments_pkey ON public.payments USING btree (id)                                                                                            |
| pdf_templates              | idx_pdf_templates_advocate_id                               | CREATE INDEX idx_pdf_templates_advocate_id ON public.pdf_templates USING btree (advocate_id)                                                                     |
| pdf_templates              | idx_pdf_templates_is_default                                | CREATE INDEX idx_pdf_templates_is_default ON public.pdf_templates USING btree (advocate_id, is_default) WHERE (is_default = true)                                |
| pdf_templates              | pdf_templates_pkey                                          | CREATE UNIQUE INDEX pdf_templates_pkey ON public.pdf_templates USING btree (id)                                                                                  |
| proforma_requests          | idx_proforma_client_response                                | CREATE INDEX idx_proforma_client_response ON public.proforma_requests USING btree (client_response_status) WHERE (deleted_at IS NULL)                            |
| proforma_requests          | idx_proforma_public_token                                   | CREATE INDEX idx_proforma_public_token ON public.proforma_requests USING btree (public_token)                                                                    |
| proforma_requests          | idx_proforma_requests_advocate                              | CREATE INDEX idx_proforma_requests_advocate ON public.proforma_requests USING btree (advocate_id)                                                                |
| proforma_requests          | idx_proforma_requests_converted_matter                      | CREATE INDEX idx_proforma_requests_converted_matter ON public.proforma_requests USING btree (converted_matter_id)                                                |
| proforma_requests          | idx_proforma_requests_created_at                            | CREATE INDEX idx_proforma_requests_created_at ON public.proforma_requests USING btree (created_at DESC)                                                          |
| proforma_requests          | idx_proforma_requests_quote_number                          | CREATE INDEX idx_proforma_requests_quote_number ON public.proforma_requests USING btree (quote_number)                                                           |
| proforma_requests          | idx_proforma_requests_status                                | CREATE INDEX idx_proforma_requests_status ON public.proforma_requests USING btree (status)                                                                       |
| proforma_requests          | idx_proforma_requests_token                                 | CREATE INDEX idx_proforma_requests_token ON public.proforma_requests USING btree (token)                                                                         |
| proforma_requests          | proforma_requests_pkey                                      | CREATE UNIQUE INDEX proforma_requests_pkey ON public.proforma_requests USING btree (id)                                                                          |
| proforma_requests          | proforma_requests_public_token_key                          | CREATE UNIQUE INDEX proforma_requests_public_token_key ON public.proforma_requests USING btree (public_token)                                                    |
| proforma_requests          | proforma_requests_quote_number_key                          | CREATE UNIQUE INDEX proforma_requests_quote_number_key ON public.proforma_requests USING btree (quote_number)                                                    |
| proforma_requests          | proforma_requests_token_key                                 | CREATE UNIQUE INDEX proforma_requests_token_key ON public.proforma_requests USING btree (token)                                                                  |
